category,subcategory,action,sentence,response
camera,outside,statusquery,review outside camera logs from last night,logs from outside camera retrieved
camera,outside,statusquery,check motion history for outside area,motion history retrieved
camera,outside,statusquery,was there movement outside during the weekend?,yes motion detected during the weekend
camera,outside,statusquery,how was the outside camera activity from 2023 to 2024?,activity summary from 2023 to 2024 retrieved
camera,outside,statusquery,inspect external camera footage,external footage under inspection
camera,outside,statusquery,show last 24-hour feed of outside camera,24-hour feed retrieved
camera,outside,statusquery,check camera near the main entrance,main entrance camera checked
camera,outside,statusquery,show who passed by the outside camera today,pass-by data retrieved for today
camera,outside,on,turn on outside camera after 10 minutes,outside camera will activate in 10 minutes
camera,outside,on,activate exterior camera at 6 pm,exterior camera will activate at 6 pm
camera,outside,on,start front gate camera tomorrow morning,front gate camera scheduled for tomorrow morning
camera,outside,on,enable outside monitoring next weekend,outside monitoring enabled for the next weekend
camera,outside,on,turn on the porch camera from 2022 to 2023,porch camera turn on from 2022 to 2023
camera,outside,on,reactivate outside surveillance next month,outside surveillance reactivation scheduled
camera,outside,on,begin monitoring in the garden area,monitoring started in the garden
camera,outside,on,power on driveway camera,driveway camera powered on
camera,outside,on,initiate all outdoor cameras,all outdoor cameras initiated
camera,outside,on,enable perimeter security cameras,perimeter cameras enabled
camera,outside,on,start yard surveillance,surveillance started in the yard
camera,outside,on,switch on outside security,outside security switched on
camera,toilet,on,turn on toilet camera after 15 minutes,toilet camera will activate in 15 minutes
camera,restroom,on,enable monitoring in the restroom at 5 am,restroom monitoring scheduled at 5 am
camera,toilet,on,enable monitoring in the toilet at 2 am,toilet monitoring scheduled at 2 am
camera,restroom,on,enable monitoring in the restroom at 3 am,restroom monitoring scheduled at 3 am
camera,toilet,on,enable monitoring in the toilet at 6 am,toilet monitoring scheduled at 6 am
camera,toilet,on,power on toilet camera next week,toilet camera will power on next week
camera,toilet,on,start monitoring the bathroom camera,bathroom monitoring started
camera,toilet,on,activate restroom camera,restroom camera activated
camera,toilet,on,enable washroom camera system,washroom camera system enabled
camera,toilet,on,reactivate toilet camera,toilet camera reactivated
camera,toilet,on,start surveillance in the restroom,restroom surveillance started
camera,toilet,on,initiate toilet camera,toilet camera initiated
camera,toilet,on,switch on washroom camera,washroom camera switched on
camera,toilet,on,begin recording from toilet camera,recording started from toilet camera
camera,toilet,on,power on lavatory camera,lavatory camera powered on
camera,toilet,on,activate privacy zone toilet camera,privacy zone camera activated
lights,all,on,turn on all lights at 7 pm,all lights will turn on at 7 pm
lights,all,on,switch on every light after 10 minutes,all lights will be switched on in 10 minutes
lights,all,on,turn all lights on next monday,all lights scheduled to turn on next monday
lights,all,on,enable all house lights tomorrow morning,all house lights will be enabled tomorrow morning
lights,all,on,power on all lights from 2022 to 2023,all lights were powered on during 2022 to 2023
lights,attic,off,turn off attic lights in 15 minutes,attic lights will turn off in 15 minutes
lights,attic,off,switch off attic light at 6:30 am,attic light will be turned off at 6:30 am
lights,attic,off,disable attic lights tomorrow,attic lights will be disabled tomorrow
lights,attic,off,turn off attic light next week,attic light scheduled to turn off next week
lights,attic,off,switch off attic lighting for 3 hours,attic lighting will be off for 3 hours
lights,attic,on,turn on attic light at 8 pm,attic light will turn on at 8 pm
lights,attic,on,switch on attic lights in 20 minutes,attic lights will activate in 20 minutes
lights,attic,on,enable attic lights from 2020 to 2022,attic lights were active from 2020 to 2022
lights,attic,on,turn on attic lighting next morning,attic lighting will activate next morning
lights,attic,on,power on attic light after 45 minutes,attic light will power on after 45 minutes
lights,basement,off,turn off basement lights in 10 minutes,basement lights will turn off in 10 minutes
lights,basement,off,switch off basement lighting tonight,basement lighting will be off tonight
lights,basement,off,disable basement lights from 2022 to 2024,basement lights will be disabled for two years.
lights,basement,off,turn off basement light next friday,basement light scheduled to turn off next friday
lights,basement,off,switch off basement after 1 hour,basement will be switched off in 1 hour
lights,basement,on,turn on basement lights tomorrow,basement lights will turn on tomorrow
lights,basement,on,switch on basement lighting at 6 pm,basement lighting will activate at 6 pm
lights,basement,on,enable basement lights after 30 minutes,basement lights will be enabled after 30 minutes
lights,basement,on,power on basement lights next weekend,basement lights will activate next weekend
lights,basement,on,activate basement lighting from 2021 to 2022,basement lighting was active in that period
lights,bathroom,off,turn off bathroom light after 20 minutes,bathroom light will turn off after 20 minutes
