Category,Subcategory,Action,Sentence,Response
lights,none,statusquery,Check light system at 9:30 PM,Light system will be checked at 9:30 PM
lights,none,off,Turn off all lights after 60 minutes,All lights will turn off in 60 minutes
lights,none,off,Switch off lights system tomorrow,Lights system will be switched off tomorrow
lights,none,off,Disable lights across the home at 11 PM,Home lighting will be disabled at 11 PM
lights,none,off,Shut down lights from 2021 to 2022,All lights were off during that timeframe
lights,none,off,Turn off lights next Tuesday,All lights scheduled to turn off next Tuesday
lights,random,off,Turn off random lights at 7:15 PM,Random lights will be turned off at 7:15 PM
lights,random,off,Switch off lights randomly tomorrow,Random lights will be switched off tomorrow
lights,random,off,Disable lights from 2020 to 2021,Random lights were off during that time
lights,random,off,Turn off random lights in 10 minutes,Random lights will turn off in 10 minutes
lights,random,off,Power off random lights next week,Random lights will be powered off next week
lights,random,on,Turn on random lights after 5 minutes,Random lights will turn on in 5 minutes
lights,random,on,Enable random lights tomorrow evening,Random lights will activate tomorrow evening
lights,random,on,Power on random lighting from 2022 to 2023,Random lighting was active during that period
lights,random,on,Switch on random lights at 6:30 AM,Random lights will turn on at 6:30 AM
lights,random,on,Turn on random lights next weekend,Random lights scheduled for next weekend
lights,toilet,off,Turn off toilet light at 9:45 PM,Toilet light will turn off at 9:45 PM
lights,toilet,off,Switch off toilet lighting tomorrow morning,Toilet lighting will be off tomorrow morning
lights,toilet,off,Disable toilet light in 20 minutes,Toilet light will be disabled in 20 minutes
lights,toilet,off,Turn off toilet lights from 2021 to 2022,Toilet lights were off during that period
lights,toilet,off,Power down toilet lighting next week,Toilet lighting will be powered down next week
lights,toilet,on,Turn on toilet light after 10 minutes,Toilet light will turn on after 10 minutes
lights,toilet,on,Switch on toilet lights at 6 PM,Toilet lights will activate at 6 PM
lights,toilet,on,Enable toilet lighting tomorrow,Toilet lighting will be enabled tomorrow
lights,toilet,on,Power on toilet lights from 2022 to 2023,Toilet lights were active during that period
lights,toilet,on,Turn on toilet lights next Friday,Toilet lights scheduled for next Friday
music,ambient,check,Is ambient music currently playing?,Ambient music status: active
music,ambient,check,What is the ambient music status now?,Ambient music is on
music,ambient,check,Are ambient sounds playing right now?,Ambient sounds are not playing.
music,ambient,check,Check if ambient music is on,Ambient music currently playing.
music,ambient,check,Is ambient music active at the moment?,Ambient music is active.
music,ambient,check,Are there ambient sounds playing at this time?,Ambient sounds not detected now.
music,ambient,check,Can you tell me if ambient music is running?,Ambient music is running.
music,ambient,check,Is ambient music playing this evening?,Ambient music playing this evening.
music,ambient,check,Check ambient music status for today,Ambient music is active today.
music,ambient,check,What is the ambient sound level now?,Ambient sounds are at normal level.
music,ambient,check,Is ambient music playing during this hour?,Ambient music playing now.
music,ambient,check,Are ambient sounds audible currently?,Ambient sounds are audible.
music,ambient,check,Is ambient music enabled?,Ambient music is enabled.
music,ambient,check,Has ambient music started?,Ambient music started.
music,ambient,check,Is ambient music playing this morning?,Ambient music is playing this morning.
music,ambient,check,Is ambient music currently on?,Ambient music is on.
music,ambient,play,Play ambient music now,Playing ambient music now.
music,ambient,play,Start ambient music for the next hour,Ambient music started for 1 hour.
music,ambient,play,Put on some ambient music,Ambient music is playing.
music,ambient,play,Play rainforest sounds in the study, Rainforest sounds are now playing in the study.
music,ambient,play,Play ambient sounds for 30 minutes,Playing ambient sounds for 30 minutes.
music,ambient,play,Start ambient music after 10 minutes,Ambient music will start soon.
music,ambient,play,Play calm ambient music this evening,Calm ambient music playing this evening.
music,ambient,play,Play ambient music from 8 PM to 10 PM,Ambient music playing from 8 to 10 PM.
music,ambient,play,Start ambient sounds in 5 minutes,Ambient sounds will start in 5 minutes.
music,ambient,play,Play soft ambient music now,Soft ambient music playing.
music,ambient,play,Play ambient music for the next two hours,Ambient music playing for two hours.
music,ambient,play,Start ambient music after 15 minutes,Ambient music will start after 15 minutes.
music,ambient,play,Put on ambient music at 7 PM,Ambient music playing at 7 PM.
music,ambient,play,Play ambient music until midnight,Ambient music will play until midnight.
music,ambient,play,Play ambient sounds this afternoon,Ambient sounds playing this afternoon.
music,ambient,play,Start ambient music in the living room,Ambient music started in the living room.
music,ambient,play,Play ambient sounds after 90 minutes,Ambient sounds will start then.
music,ambient,stop,Stop ambient music now,Ambient music stopped.
music,ambient,stop,Turn off ambient music,Ambient music has been stopped.
music,ambient,stop,Pause ambient music,Ambient music paused.
music,ambient,stop,Stop the ambient sounds,Ambient sounds stopped.
music,ambient,stop,Stop ambient music after 10 minutes,Ambient music will stop shortly.
music,ambient,stop,Turn off ambient music at 9 PM,Ambient music stopped at 9 PM.
music,ambient,stop,Pause ambient sounds for an hour,Ambient sounds paused for 1 hour.
music,ambient,stop,Stop ambient music this evening,Ambient music stopped this evening.
music,ambient,stop,Turn off ambient sounds in 5 minutes,Ambient sounds will stop soon.
music,ambient,stop,Pause ambient music after 30 minutes,Ambient music will pause then.
music,ambient,stop,Stop ambient music immediately,Ambient music stopped immediately.
music,ambient,stop,Turn off ambient sounds now,Ambient sounds turned off.
music,ambient,stop,Pause ambient sounds now,Ambient sounds paused.
music,ambient,stop,Stop ambient music before 10 PM,Ambient music stopped before 10 PM.
music,ambient,stop,Pause ambient music after 15 minutes,Ambient music will pause shortly.
music,ambient,stop,Turn off ambient music in 20 minutes,Ambient music will turn off then.
music,artist,check,Check the current artist,Current artist is playing.
music,artist,check,Who's the artist playing?,Artist information retrieved.
music,artist,check,What artist is this?,Displaying artist details.
music,artist,check,Who is the artist of the current song?,The artist of the current song is udit narayan.
music,artist,check,Check artist playing now,Artist currently playing.
music,artist,check,Is the artist playing live?,Artist is playing live now.
music,artist,check,Who is the song's artist?,Artist info shown.
music,artist,check,Is the artist known?,Artist is known.
music,artist,check,Who performed this song?,Song performed by the artist.
music,artist,check,Is the artist performing now?,Artist performing now.
music,artist,check,Who is the current music artist?,Current music artist identified.
music,artist,check,Is this a popular artist?,This is a popular artist.
music,artist,check,Who is featured on this track?,Featured artist is known.
music,artist,check,Who is singing now?,Current singer identified.
music,artist,check,Is this artist playing today?,Artist playing today.
music,artist,check,Who is the artist at this moment?,Artist information live.
music,artist,play,Play music by a.r rahmaan artist,Playing a.r rahmaan music.
music,artist,play,Start artist’s songs,Artist’s music started.
music,artist,play,Play songs by The Beatles,Playing songs by The Beatles.
music,artist,play,Play music by Billie Eilish,Playing music by Billie Eilish.
music,artist,play,Play artist’s songs now,Playing songs by artist now.
music,artist,play,Start artist's playlist this evening,Artist's playlist started this evening.
music,artist,play,Play songs by this artist for 1 hour,Playing songs for 1 hour.
music,artist,play,Play artist's music from 7 PM to 9 PM,Artist's music playing during 7 PM to 9 PM.
music,artist,play,Play artist's music from 3 AM to 6Pm,Artist's music playing during 3 AM to 9 6Pm.
